Date,Winner,Winner_Pts,Loser,Loser_Pts,Year
"Nov 25, 2017",Air Force,38.0,Utah State,35.0,2017
"Nov 25, 2017",Alabama-Birmingham,28.0,Texas-El Paso,7.0,2017
"Nov 25, 2017",Appalachian State,31.0,Georgia State,10.0,2017
"Nov 25, 2017",Arizona State,42.0,Arizona,30.0,2017
"Nov 25, 2017",Arkansas State,67.0,Louisiana-Monroe,50.0,2017
"Nov 25, 2017",Auburn,26.0,Alabama,14.0,2017
"Nov 25, 2017",Boston College,42.0,Syracuse,14.0,2017
"Nov 25, 2017",Brigham Young,30.0,Hawaii,20.0,2017
"Nov 25, 2017",Cincinnati,22.0,Connecticut,21.0,2017
"Nov 25, 2017",Clemson,34.0,South Carolina,10.0,2017
"Nov 25, 2017",Duke,31.0,Wake Forest,23.0,2017
"Nov 25, 2017",Florida Atlantic,31.0,Charlotte,12.0,2017
"Nov 25, 2017",Florida State,38.0,Florida,22.0,2017
"Nov 25, 2017",Fresno State,28.0,Boise State,17.0,2017
"Nov 25, 2017",Georgia,38.0,Georgia Tech,7.0,2017
"Nov 25, 2017",Georgia Southern,34.0,Louisiana,24.0,2017
"Nov 25, 2017",Kansas State,20.0,Iowa State,19.0,2017
"Nov 25, 2017",Louisiana State,45.0,Texas A&M,21.0,2017
"Nov 25, 2017",Louisiana Tech,20.0,Texas-San Antonio,6.0,2017
"Nov 25, 2017",Louisville,44.0,Kentucky,17.0,2017
"Nov 25, 2017",Memphis,70.0,East Carolina,13.0,2017
"Nov 25, 2017",Michigan State,40.0,Rutgers,7.0,2017
"Nov 25, 2017",Middle Tennessee State,41.0,Old Dominion,10.0,2017
"Nov 25, 2017",Nevada,23.0,Nevada-Las Vegas,16.0,2017
"Nov 25, 2017",New Mexico State,17.0,Idaho,10.0,2017
"Nov 25, 2017",North Carolina State,33.0,North Carolina,21.0,2017
"Nov 25, 2017",North Texas,30.0,Rice,14.0,2017
"Nov 25, 2017",Northwestern,42.0,Illinois,7.0,2017
"Nov 25, 2017",Ohio State,31.0,Michigan,20.0,2017
"Nov 25, 2017",Oklahoma,59.0,West Virginia,31.0,2017
"Nov 25, 2017",Oklahoma State,58.0,Kansas,17.0,2017
"Nov 25, 2017",Oregon,69.0,Oregon State,10.0,2017
"Nov 25, 2017",Penn State,66.0,Maryland,3.0,2017
"Nov 25, 2017",Purdue,31.0,Indiana,24.0,2017
"Nov 25, 2017",San Jose State,20.0,Wyoming,17.0,2017
"Nov 25, 2017",Southern Methodist,41.0,Tulane,38.0,2017
"Nov 25, 2017",Southern Mississippi,28.0,Marshall,27.0,2017
"Nov 25, 2017",Stanford,38.0,Notre Dame,20.0,2017
"Nov 25, 2017",Temple,43.0,Tulsa,22.0,2017
"Nov 25, 2017",Utah,34.0,Colorado,13.0,2017
"Nov 25, 2017",Vanderbilt,42.0,Tennessee,24.0,2017
"Nov 25, 2017",Washington,41.0,Washington State,14.0,2017
"Nov 25, 2017",Wisconsin,31.0,Minnesota,0.0,2017
"Dec 1, 2017",Southern California,31.0,Stanford,28.0,2017
"Dec 2, 2017",Appalachian State,63.0,Louisiana,14.0,2017
"Dec 2, 2017",Boise State,17.0,Fresno State,14.0,2017
"Dec 2, 2017",Central Florida,62.0,Memphis,55.0,2017
"Dec 2, 2017",Clemson,38.0,Miami (FL),3.0,2017
"Dec 2, 2017",Coastal Carolina,28.0,Georgia Southern,17.0,2017
"Dec 2, 2017",Florida Atlantic,41.0,North Texas,17.0,2017
"Dec 2, 2017",Florida International,63.0,Massachusetts,45.0,2017
"Dec 2, 2017",Florida State,42.0,Louisiana-Monroe,10.0,2017
"Dec 2, 2017",Georgia,28.0,Auburn,7.0,2017
"Dec 2, 2017",Idaho,24.0,Georgia State,10.0,2017
"Dec 2, 2017",New Mexico State,22.0,South Alabama,17.0,2017
"Dec 2, 2017",Ohio State,27.0,Wisconsin,21.0,2017
"Dec 2, 2017",Oklahoma,41.0,Texas Christian,17.0,2017
"Dec 2, 2017",Toledo,45.0,Akron,28.0,2017
"Dec 2, 2017",Troy,32.0,Arkansas State,25.0,2017
"Dec 9, 2017",Army,14.0,Navy,13.0,2017
"Dec 16, 2017",Boise State,38.0,Oregon,28.0,2017
"Dec 16, 2017",Georgia State,27.0,Western Kentucky,17.0,2017
"Dec 16, 2017",Marshall,31.0,Colorado State,28.0,2017
"Dec 16, 2017",Middle Tennessee State,35.0,Arkansas State,30.0,2017
"Dec 16, 2017",Troy,50.0,North Texas,30.0,2017
"Dec 19, 2017",Florida Atlantic,50.0,Akron,3.0,2017
"Dec 20, 2017",Louisiana Tech,51.0,Southern Methodist,10.0,2017
"Dec 21, 2017",Temple,28.0,Florida International,3.0,2017
"Dec 22, 2017",Ohio,41.0,Alabama-Birmingham,6.0,2017
"Dec 22, 2017",Wyoming,37.0,Central Michigan,14.0,2017
"Dec 23, 2017",Appalachian State,34.0,Toledo,0.0,2017
"Dec 23, 2017",Army,42.0,San Diego State,35.0,2017
"Dec 23, 2017",South Florida,38.0,Texas Tech,34.0,2017
"Dec 24, 2017",Fresno State,33.0,Houston,27.0,2017
"Dec 26, 2017",Duke,36.0,Northern Illinois,14.0,2017
"Dec 26, 2017",Kansas State,35.0,UCLA,17.0,2017
"Dec 26, 2017",Utah,30.0,West Virginia,14.0,2017
"Dec 27, 2017",Florida State,42.0,Southern Mississippi,13.0,2017
"Dec 27, 2017",Iowa,27.0,Boston College,20.0,2017
"Dec 27, 2017",Purdue,38.0,Arizona,35.0,2017
"Dec 27, 2017",Texas,33.0,Missouri,16.0,2017
"Dec 28, 2017",Michigan State,42.0,Washington State,17.0,2017
"Dec 28, 2017",Navy,49.0,Virginia,7.0,2017
"Dec 28, 2017",Oklahoma State,30.0,Virginia Tech,21.0,2017
"Dec 28, 2017",Texas Christian,39.0,Stanford,37.0,2017
"Dec 29, 2017",New Mexico State,26.0,Utah State,20.0,2017
"Dec 29, 2017",North Carolina State,52.0,Arizona State,31.0,2017
"Dec 29, 2017",Northwestern,24.0,Kentucky,23.0,2017
"Dec 29, 2017",Ohio State,24.0,Southern California,7.0,2017
"Dec 29, 2017",Wake Forest,55.0,Texas A&M,52.0,2017
"Dec 30, 2017",Iowa State,21.0,Memphis,20.0,2017
"Dec 30, 2017",Mississippi State,31.0,Louisville,27.0,2017
"Dec 30, 2017",Penn State,35.0,Washington,28.0,2017
"Dec 30, 2017",Wisconsin,34.0,Miami (FL),24.0,2017
"Jan 1, 2018",Alabama,24.0,Clemson,6.0,2017
"Jan 1, 2018",Central Florida,34.0,Auburn,27.0,2017
"Jan 1, 2018",Georgia,54.0,Oklahoma,48.0,2017
"Jan 1, 2018",Notre Dame,21.0,Louisiana State,17.0,2017
"Jan 1, 2018",South Carolina,26.0,Michigan,19.0,2017
"Jan 8, 2018",Alabama,26.0,Georgia,23.0,2017
"Aug 25, 2018",Hawaii,43.0,Colorado State,34.0,2018
"Aug 25, 2018",Massachusetts,63.0,Duquesne,15.0,2018
"Aug 25, 2018",Rice,31.0,Prairie View A&M,28.0,2018
"Aug 25, 2018",Wyoming,29.0,New Mexico State,7.0,2018
"Aug 30, 2018",Alabama-Birmingham,52.0,Savannah State,0.0,2018
"Aug 30, 2018",Ball State,42.0,Central Connecticut State,6.0,2018
"Aug 30, 2018",California-Davis,44.0,San Jose State,38.0,2018
"Aug 30, 2018",Central Florida,56.0,Connecticut,17.0,2018
"Aug 30, 2018",Georgia State,24.0,Kennesaw State,20.0,2018
"Aug 30, 2018",Louisiana-Monroe,34.0,Southeastern Louisiana,31.0,2018
"Aug 30, 2018",Minnesota,48.0,New Mexico State,10.0,2018
"Aug 30, 2018",Northwestern,31.0,Purdue,27.0,2018
"Aug 30, 2018",Oklahoma State,58.0,Missouri State,17.0,2018
"Aug 30, 2018",Texas A&M,59.0,Northwestern State,7.0,2018
"Aug 30, 2018",Utah,41.0,Weber State,10.0,2018
"Aug 30, 2018",Wake Forest,23.0,Tulane,17.0,2018
"Aug 31, 2018",Colorado,45.0,Colorado State,13.0,2018
"Aug 31, 2018",Duke,34.0,Army,14.0,2018
"Aug 31, 2018",Eastern Michigan,51.0,Monmouth,17.0,2018
"Aug 31, 2018",Michigan State,38.0,Utah State,31.0,2018
"Aug 31, 2018",Nevada,72.0,Portland State,19.0,2018
"Aug 31, 2018",Stanford,31.0,San Diego State,10.0,2018
"Aug 31, 2018",Syracuse,55.0,Western Michigan,42.0,2018
"Aug 31, 2018",Wisconsin,34.0,Western Kentucky,3.0,2018
"Sep 1, 2018",Air Force,38.0,Stony Brook,0.0,2018
"Sep 1, 2018",Alabama,51.0,Louisville,14.0,2018
"Sep 1, 2018",Arizona State,49.0,Texas-San Antonio,7.0,2018
"Sep 1, 2018",Arkansas,55.0,Eastern Illinois,20.0,2018
"Sep 1, 2018",Arkansas State,48.0,Southeast Missouri State,21.0,2018
"Sep 1, 2018",Auburn,21.0,Washington,16.0,2018
"Sep 1, 2018",Baylor,55.0,Abilene Christian,27.0,2018
"Sep 1, 2018",Boise State,56.0,Troy,20.0,2018
"Sep 1, 2018",Boston College,55.0,Massachusetts,21.0,2018
"Sep 1, 2018",Brigham Young,28.0,Arizona,23.0,2018
"Sep 1, 2018",Buffalo,48.0,Delaware State,10.0,2018
"Sep 1, 2018",California,24.0,North Carolina,17.0,2018
"Sep 1, 2018",Charlotte,34.0,Fordham,10.0,2018
"Sep 1, 2018",Cincinnati,26.0,UCLA,17.0,2018
"Sep 1, 2018",Clemson,48.0,Furman,7.0,2018
"Sep 1, 2018",Florida,53.0,Charleston Southern,6.0,2018
"Sep 1, 2018",Fresno State,79.0,Idaho,13.0,2018
"Sep 1, 2018",Georgia,45.0,Austin Peay,0.0,2018
"Sep 1, 2018",Georgia Southern,37.0,South Carolina State,6.0,2018
"Sep 1, 2018",Georgia Tech,41.0,Alcorn State,0.0,2018
"Sep 1, 2018",Hawaii,59.0,Navy,41.0,2018
"Sep 1, 2018",Houston,45.0,Rice,27.0,2018
"Sep 1, 2018",Illinois,31.0,Kent State,24.0,2018
"Sep 1, 2018",Indiana,38.0,Florida International,28.0,2018
"Sep 1, 2018",Iowa,33.0,Northern Illinois,7.0,2018
"Sep 1, 2018",Kansas State,27.0,South Dakota,24.0,2018
"Sep 1, 2018",Kentucky,35.0,Central Michigan,20.0,2018
"Sep 1, 2018",Liberty,52.0,Old Dominion,10.0,2018
"Sep 1, 2018",Louisiana,49.0,Grambling State,17.0,2018
"Sep 1, 2018",Louisiana Tech,30.0,South Alabama,26.0,2018
"Sep 1, 2018",Marshall,35.0,Miami (OH),28.0,2018
"Sep 1, 2018",Maryland,34.0,Texas,29.0,2018
"Sep 1, 2018",Memphis,66.0,Mercer,14.0,2018
"Sep 1, 2018",Mississippi,47.0,Texas Tech,27.0,2018
"Sep 1, 2018",Mississippi State,63.0,Stephen F. Austin,6.0,2018
"Sep 1, 2018",Missouri,51.0,Tennessee-Martin,14.0,2018
"Sep 1, 2018",New Mexico,62.0,Incarnate Word,30.0,2018
"Sep 1, 2018",Nicholls State,26.0,Kansas,23.0,2018
"Sep 1, 2018",North Carolina State,24.0,James Madison,13.0,2018
"Sep 1, 2018",North Texas,46.0,Southern Methodist,23.0,2018
"Sep 1, 2018",Northern Arizona,30.0,Texas-El Paso,10.0,2018
"Sep 1, 2018",Notre Dame,24.0,Michigan,17.0,2018
"Sep 1, 2018",Ohio,38.0,Howard,32.0,2018
"Sep 1, 2018",Ohio State,77.0,Oregon State,31.0,2018
"Sep 1, 2018",Oklahoma,63.0,Florida Atlantic,14.0,2018
"Sep 1, 2018",Oregon,58.0,Bowling Green,24.0,2018
"Sep 1, 2018",Penn State,45.0,Appalachian State,38.0,2018
"Sep 1, 2018",Pittsburgh,33.0,Albany,7.0,2018
"Sep 1, 2018",Rutgers,35.0,Texas State,7.0,2018
"Sep 1, 2018",South Carolina,49.0,Coastal Carolina,15.0,2018
"Sep 1, 2018",South Florida,34.0,Elon,14.0,2018
"Sep 1, 2018",Southern California,43.0,Nevada-Las Vegas,21.0,2018
"Sep 1, 2018",Southern Mississippi,55.0,Jackson State,7.0,2018
"Sep 1, 2018",Texas Christian,55.0,Southern,7.0,2018
"Sep 1, 2018",Toledo,66.0,Virginia Military Institute,3.0,2018
"Sep 1, 2018",Tulsa,38.0,Central Arkansas,27.0,2018
"Sep 1, 2018",Vanderbilt,35.0,Middle Tennessee State,7.0,2018
"Sep 1, 2018",Villanova,19.0,Temple,17.0,2018
"Sep 1, 2018",Virginia,42.0,Richmond,13.0,2018
"Sep 1, 2018",Washington State,41.0,Wyoming,19.0,2018
"Sep 1, 2018",West Virginia,40.0,Tennessee,14.0,2018
"Sep 2, 2018",Louisiana State,33.0,Miami (FL),17.0,2018
"Sep 2, 2018",North Carolina A&T,28.0,East Carolina,23.0,2018
"Sep 3, 2018",Virginia Tech,24.0,Florida State,3.0,2018
"Sep 7, 2018",Texas Christian,42.0,Southern Methodist,12.0,2018
"Sep 8, 2018",Akron,41.0,Morgan State,7.0,2018
"Sep 8, 2018",Alabama,57.0,Arkansas State,7.0,2018
"Sep 8, 2018",Appalachian State,45.0,Charlotte,9.0,2018
"Sep 8, 2018",Arizona State,16.0,Michigan State,13.0,2018
"Sep 8, 2018",Army,38.0,Liberty,14.0,2018
"Sep 8, 2018",Auburn,63.0,Alabama State,9.0,2018
"Sep 8, 2018",Baylor,37.0,Texas-San Antonio,20.0,2018
"Sep 8, 2018",Boise State,62.0,Connecticut,7.0,2018
"Sep 8, 2018",Boston College,62.0,Holy Cross,14.0,2018
"Sep 8, 2018",Buffalo,36.0,Temple,29.0,2018
"Sep 8, 2018",California,21.0,Brigham Young,18.0,2018
"Sep 8, 2018",Central Florida,38.0,South Carolina State,0.0,2018
"Sep 8, 2018",Cincinnati,21.0,Miami (OH),0.0,2018
"Sep 8, 2018",Clemson,28.0,Texas A&M,26.0,2018
"Sep 8, 2018",Coastal Carolina,47.0,Alabama-Birmingham,24.0,2018
"Sep 8, 2018",Colorado,33.0,Nebraska,28.0,2018
"Sep 8, 2018",Colorado State,34.0,Arkansas,27.0,2018
"Sep 8, 2018",Duke,21.0,Northwestern,7.0,2018
"Sep 8, 2018",East Carolina,41.0,North Carolina,19.0,2018
"Sep 8, 2018",Eastern Michigan,20.0,Purdue,19.0,2018
"Sep 8, 2018",Florida Atlantic,33.0,Air Force,27.0,2018
"Sep 8, 2018",Florida International,28.0,Old Dominion,20.0,2018
"Sep 8, 2018",Florida State,36.0,Samford,26.0,2018
"Sep 8, 2018",Georgia,41.0,South Carolina,17.0,2018
"Sep 8, 2018",Georgia Southern,34.0,Massachusetts,13.0,2018
"Sep 8, 2018",Hawaii,43.0,Rice,29.0,2018
"Sep 8, 2018",Houston,45.0,Arizona,18.0,2018
"Sep 8, 2018",Illinois,34.0,Western Illinois,14.0,2018
"Sep 8, 2018",Indiana,20.0,Virginia,16.0,2018
"Sep 8, 2018",Iowa,13.0,Iowa State,3.0,2018
"Sep 8, 2018",Kansas,31.0,Central Michigan,7.0,2018
"Sep 8, 2018",Kent State,54.0,Howard,14.0,2018
"Sep 8, 2018",Kentucky,27.0,Florida,16.0,2018
"Sep 8, 2018",Louisiana State,31.0,Southeastern Louisiana,0.0,2018
"Sep 8, 2018",Louisiana Tech,54.0,Southern,17.0,2018
"Sep 8, 2018",Louisiana-Monroe,21.0,Southern Mississippi,20.0,2018
"Sep 8, 2018",Louisville,31.0,Indiana State,7.0,2018
"Sep 8, 2018",Maine,31.0,Western Kentucky,28.0,2018
"Sep 8, 2018",Marshall,32.0,Eastern Kentucky,16.0,2018
"Sep 8, 2018",Maryland,45.0,Bowling Green,14.0,2018
"Sep 8, 2018",Miami (FL),77.0,Savannah State,0.0,2018
"Sep 8, 2018",Michigan,49.0,Western Michigan,3.0,2018
"Sep 8, 2018",Middle Tennessee State,61.0,Tennessee-Martin,37.0,2018
"Sep 8, 2018",Minnesota,21.0,Fresno State,14.0,2018
"Sep 8, 2018",Mississippi,76.0,Southern Illinois,41.0,2018
"Sep 8, 2018",Mississippi State,31.0,Kansas State,10.0,2018
"Sep 8, 2018",Missouri,40.0,Wyoming,13.0,2018
"Sep 8, 2018",Navy,22.0,Memphis,21.0,2018
"Sep 8, 2018",Nevada-Las Vegas,52.0,Texas-El Paso,24.0,2018
"Sep 8, 2018",North Carolina State,41.0,Georgia State,7.0,2018
"Sep 8, 2018",North Texas,58.0,Incarnate Word,16.0,2018
"Sep 8, 2018",Notre Dame,24.0,Ball State,16.0,2018
"Sep 8, 2018",Ohio State,52.0,Rutgers,3.0,2018
"Sep 8, 2018",Oklahoma,49.0,UCLA,21.0,2018
"Sep 8, 2018",Oklahoma State,55.0,South Alabama,13.0,2018
"Sep 8, 2018",Oregon,62.0,Portland State,14.0,2018
"Sep 8, 2018",Oregon State,48.0,Southern Utah,25.0,2018
"Sep 8, 2018",Penn State,51.0,Pittsburgh,6.0,2018
"Sep 8, 2018",San Diego State,28.0,Sacramento State,14.0,2018
"Sep 8, 2018",South Florida,49.0,Georgia Tech,38.0,2018
"Sep 8, 2018",Stanford,17.0,Southern California,3.0,2018
"Sep 8, 2018",Syracuse,62.0,Wagner,10.0,2018
"Sep 8, 2018",Tennessee,59.0,East Tennessee State,3.0,2018
"Sep 8, 2018",Texas,28.0,Tulsa,21.0,2018
"Sep 8, 2018",Texas State,36.0,Texas Southern,20.0,2018
"Sep 8, 2018",Texas Tech,77.0,Lamar,0.0,2018
"Sep 8, 2018",Troy,59.0,Florida A&M,7.0,2018
"Sep 8, 2018",Tulane,42.0,Nicholls State,17.0,2018
"Sep 8, 2018",Utah,17.0,Northern Illinois,6.0,2018
"Sep 8, 2018",Utah State,60.0,New Mexico State,13.0,2018
"Sep 8, 2018",Vanderbilt,41.0,Nevada,10.0,2018
"Sep 8, 2018",Virginia Tech,62.0,William & Mary,17.0,2018
"Sep 8, 2018",Wake Forest,51.0,Towson,20.0,2018
"Sep 8, 2018",Washington,45.0,North Dakota,3.0,2018
"Sep 8, 2018",Washington State,31.0,San Jose State,0.0,2018
"Sep 8, 2018",West Virginia,52.0,Youngstown State,17.0,2018
"Sep 8, 2018",Wisconsin,45.0,New Mexico,14.0,2018
"Sep 12, 2018",Coastal Carolina,58.0,Campbell,21.0,2018
"Sep 13, 2018",Boston College,41.0,Wake Forest,34.0,2018
"Sep 13, 2018",Charlotte,28.0,Old Dominion,25.0,2018
"Sep 13, 2018",Utah State,73.0,Tennessee Tech,12.0,2018
"Sep 14, 2018",Memphis,59.0,Georgia State,22.0,2018
"Sep 15, 2018",Akron,39.0,Northwestern,34.0,2018
"Sep 15, 2018",Alabama,62.0,Mississippi,7.0,2018
"Sep 15, 2018",Alabama-Birmingham,31.0,Tulane,24.0,2018
"Sep 15, 2018",Arizona,62.0,Southern Utah,31.0,2018
"Sep 15, 2018",Arkansas State,29.0,Tulsa,20.0,2018
"Sep 15, 2018",Army,28.0,Hawaii,21.0,2018
"Sep 15, 2018",Bowling Green,42.0,Eastern Kentucky,35.0,2018
"Sep 15, 2018",Brigham Young,24.0,Wisconsin,21.0,2018
"Sep 15, 2018",Buffalo,35.0,Eastern Michigan,28.0,2018
"Sep 15, 2018",California,45.0,Idaho State,23.0,2018
"Sep 15, 2018",Cincinnati,63.0,Alabama A&M,7.0,2018
"Sep 15, 2018",Clemson,38.0,Georgia Southern,7.0,2018
"Sep 15, 2018",Colorado,45.0,New Hampshire,14.0,2018
"Sep 15, 2018",Connecticut,56.0,Rhode Island,49.0,2018
"Sep 15, 2018",Duke,40.0,Baylor,27.0,2018
"Sep 15, 2018",Florida,48.0,Colorado State,10.0,2018
"Sep 15, 2018",Florida Atlantic,49.0,Bethune-Cookman,28.0,2018
"Sep 15, 2018",Florida International,63.0,Massachusetts,24.0,2018
"Sep 15, 2018",Fresno State,38.0,UCLA,14.0,2018
"Sep 15, 2018",Georgia,49.0,Middle Tennessee State,7.0,2018
"Sep 15, 2018",Indiana,38.0,Ball State,10.0,2018
"Sep 15, 2018",Iowa,38.0,Northern Iowa,14.0,2018
"Sep 15, 2018",Kansas,55.0,Rutgers,14.0,2018
"Sep 15, 2018",Kansas State,41.0,Texas-San Antonio,17.0,2018
"Sep 15, 2018",Kentucky,48.0,Murray State,10.0,2018
"Sep 15, 2018",Louisiana State,22.0,Auburn,21.0,2018
"Sep 15, 2018",Louisville,20.0,Western Kentucky,17.0,2018
"Sep 15, 2018",Miami (FL),49.0,Toledo,24.0,2018
"Sep 15, 2018",Michigan,45.0,Southern Methodist,20.0,2018
"Sep 15, 2018",Minnesota,26.0,Miami (OH),3.0,2018
"Sep 15, 2018",Mississippi State,56.0,Louisiana,10.0,2018
"Sep 15, 2018",Missouri,40.0,Purdue,37.0,2018
"Sep 15, 2018",Navy,51.0,Lehigh,21.0,2018
"Sep 15, 2018",Nevada,37.0,Oregon State,35.0,2018
"Sep 15, 2018",Nevada-Las Vegas,46.0,Prairie View A&M,17.0,2018
"Sep 15, 2018",New Mexico,42.0,New Mexico State,25.0,2018
"Sep 15, 2018",North Texas,44.0,Arkansas,17.0,2018
"Sep 15, 2018",Northern Illinois,24.0,Central Michigan,16.0,2018
"Sep 15, 2018",Notre Dame,22.0,Vanderbilt,17.0,2018
"Sep 15, 2018",Ohio State,40.0,Texas Christian,28.0,2018
"Sep 15, 2018",Oklahoma,37.0,Iowa State,27.0,2018
"Sep 15, 2018",Oklahoma State,44.0,Boise State,21.0,2018
"Sep 15, 2018",Oregon,35.0,San Jose State,22.0,2018
"Sep 15, 2018",Penn State,63.0,Kent State,10.0,2018
"Sep 15, 2018",Pittsburgh,24.0,Georgia Tech,19.0,2018
"Sep 15, 2018",San Diego State,28.0,Arizona State,21.0,2018
"Sep 15, 2018",South Alabama,41.0,Texas State,31.0,2018
"Sep 15, 2018",South Florida,25.0,Illinois,19.0,2018
"Sep 15, 2018",Stanford,30.0,California-Davis,10.0,2018
"Sep 15, 2018",Syracuse,30.0,Florida State,7.0,2018
"Sep 15, 2018",Temple,35.0,Maryland,14.0,2018
"Sep 15, 2018",Tennessee,24.0,Texas-El Paso,0.0,2018
"Sep 15, 2018",Texas,37.0,Southern California,14.0,2018
"Sep 15, 2018",Texas A&M,48.0,Louisiana-Monroe,10.0,2018
"Sep 15, 2018",Texas Tech,63.0,Houston,49.0,2018
"Sep 15, 2018",Troy,24.0,Nebraska,19.0,2018
