Date,Winner,Winner_Pts,Loser,Loser_Pts,Year
"Sep 30, 2022",Tulane,27.0,Houston,24.0,2022
"Sep 30, 2022",UCLA,40.0,Washington,32.0,2022
"Oct 1, 2022",Air Force,13.0,Navy,10.0,2022
"Oct 1, 2022",Alabama,49.0,Arkansas,26.0,2022
"Oct 1, 2022",Appalachian State,49.0,Citadel,0.0,2022
"Oct 1, 2022",Arizona,43.0,Colorado,20.0,2022
"Oct 1, 2022",Arkansas State,45.0,Louisiana-Monroe,28.0,2022
"Oct 1, 2022",Ball State,44.0,Northern Illinois,38.0,2022
"Oct 1, 2022",Boston College,34.0,Louisville,33.0,2022
"Oct 1, 2022",Bowling Green,31.0,Akron,28.0,2022
"Oct 1, 2022",Buffalo,24.0,Miami (OH),20.0,2022
"Oct 1, 2022",Cincinnati,31.0,Tulsa,21.0,2022
"Oct 1, 2022",Clemson,30.0,North Carolina State,20.0,2022
"Oct 1, 2022",Coastal Carolina,34.0,Georgia Southern,30.0,2022
"Oct 1, 2022",Connecticut,19.0,Fresno State,14.0,2022
"Oct 1, 2022",Duke,38.0,Virginia,17.0,2022
"Oct 1, 2022",East Carolina,48.0,South Florida,28.0,2022
"Oct 1, 2022",Eastern Michigan,20.0,Massachusetts,13.0,2022
"Oct 1, 2022",Florida International,21.0,New Mexico State,7.0,2022
"Oct 1, 2022",Georgia,26.0,Missouri,22.0,2022
"Oct 1, 2022",Georgia State,31.0,Army,14.0,2022
"Oct 1, 2022",Georgia Tech,26.0,Pittsburgh,21.0,2022
"Oct 1, 2022",Illinois,34.0,Wisconsin,10.0,2022
"Oct 1, 2022",James Madison,40.0,Texas State,13.0,2022
"Oct 1, 2022",Kansas,14.0,Iowa State,11.0,2022
"Oct 1, 2022",Kansas State,37.0,Texas Tech,28.0,2022
"Oct 1, 2022",Kent State,31.0,Ohio,24.0,2022
"Oct 1, 2022",Liberty,38.0,Old Dominion,24.0,2022
"Oct 1, 2022",Louisiana State,21.0,Auburn,17.0,2022
"Oct 1, 2022",Marshall,28.0,Gardner-Webb,7.0,2022
"Oct 1, 2022",Maryland,27.0,Michigan State,13.0,2022
"Oct 1, 2022",Memphis,24.0,Temple,3.0,2022
"Oct 1, 2022",Michigan,27.0,Iowa,14.0,2022
"Oct 1, 2022",Mississippi,22.0,Kentucky,19.0,2022
"Oct 1, 2022",Mississippi State,42.0,Texas A&M,24.0,2022
"Oct 1, 2022",Nebraska,35.0,Indiana,21.0,2022
"Oct 1, 2022",North Carolina,41.0,Virginia Tech,10.0,2022
"Oct 1, 2022",North Texas,45.0,Florida Atlantic,28.0,2022
"Oct 1, 2022",Ohio State,49.0,Rutgers,10.0,2022
"Oct 1, 2022",Oklahoma State,36.0,Baylor,25.0,2022
"Oct 1, 2022",Oregon,45.0,Stanford,27.0,2022
"Oct 1, 2022",Penn State,17.0,Northwestern,7.0,2022
"Oct 1, 2022",Purdue,20.0,Minnesota,10.0,2022
"Oct 1, 2022",Rice,28.0,Alabama-Birmingham,24.0,2022
"Oct 1, 2022",San Jose State,33.0,Wyoming,16.0,2022
"Oct 1, 2022",South Alabama,20.0,Louisiana,17.0,2022
"Oct 1, 2022",Southern California,42.0,Arizona State,25.0,2022
"Oct 1, 2022",Syracuse,59.0,Wagner,0.0,2022
"Oct 1, 2022",Texas,38.0,West Virginia,20.0,2022
"Oct 1, 2022",Texas Christian,55.0,Oklahoma,24.0,2022
"Oct 1, 2022",Texas-El Paso,41.0,Charlotte,35.0,2022
"Oct 1, 2022",Toledo,38.0,Central Michigan,17.0,2022
"Oct 1, 2022",Troy,34.0,Western Kentucky,27.0,2022
"Oct 1, 2022",Utah,42.0,Oregon State,16.0,2022
"Oct 1, 2022",Wake Forest,31.0,Florida State,21.0,2022
"Oct 1, 2022",Washington State,28.0,California,9.0,2022
"Oct 1, 2022",Western Michigan,44.0,New Hampshire,7.0,2022
"Oct 2, 2022",Florida,52.0,Eastern Washington,17.0,2022
"Oct 5, 2022",Central Florida,41.0,Southern Methodist,19.0,2022
"Oct 7, 2022",Colorado State,17.0,Nevada,14.0,2022
"Oct 7, 2022",Houston,33.0,Memphis,32.0,2022
"Oct 7, 2022",Nebraska,14.0,Rutgers,13.0,2022
"Oct 7, 2022",San Jose State,40.0,Nevada-Las Vegas,7.0,2022
"Oct 8, 2022",Alabama,24.0,Texas A&M,20.0,2022
"Oct 8, 2022",Alabama-Birmingham,41.0,Middle Tennessee State,14.0,2022
"Oct 8, 2022",Arizona State,45.0,Washington,38.0,2022
"Oct 8, 2022",Ball State,17.0,Central Michigan,16.0,2022
"Oct 8, 2022",Boise State,40.0,Fresno State,20.0,2022
"Oct 8, 2022",Buffalo,38.0,Bowling Green,7.0,2022
"Oct 8, 2022",Cincinnati,28.0,South Florida,24.0,2022
"Oct 8, 2022",Clemson,31.0,Boston College,3.0,2022
"Oct 8, 2022",Coastal Carolina,28.0,Louisiana-Monroe,21.0,2022
"Oct 8, 2022",Connecticut,33.0,Florida International,12.0,2022
"Oct 8, 2022",Eastern Michigan,45.0,Western Michigan,23.0,2022
"Oct 8, 2022",Florida,24.0,Missouri,17.0,2022
"Oct 8, 2022",Georgia,42.0,Auburn,10.0,2022
"Oct 8, 2022",Georgia State,41.0,Georgia Southern,33.0,2022
"Oct 8, 2022",Georgia Tech,23.0,Duke,20.0,2022
"Oct 8, 2022",Illinois,9.0,Iowa,6.0,2022
"Oct 8, 2022",James Madison,42.0,Arkansas State,20.0,2022
"Oct 8, 2022",Kansas State,10.0,Iowa State,9.0,2022
"Oct 8, 2022",Liberty,42.0,Massachusetts,24.0,2022
"Oct 8, 2022",Louisiana Tech,41.0,Texas-El Paso,31.0,2022
"Oct 8, 2022",Louisville,34.0,Virginia,17.0,2022
"Oct 8, 2022",Miami (OH),27.0,Kent State,24.0,2022
"Oct 8, 2022",Michigan,31.0,Indiana,10.0,2022
"Oct 8, 2022",Mississippi,52.0,Vanderbilt,28.0,2022
"Oct 8, 2022",Mississippi State,40.0,Arkansas,17.0,2022
"Oct 8, 2022",Navy,53.0,Tulsa,21.0,2022
"Oct 8, 2022",North Carolina,27.0,Miami (FL),24.0,2022
"Oct 8, 2022",North Carolina State,19.0,Florida State,17.0,2022
"Oct 8, 2022",Notre Dame,28.0,Brigham Young,20.0,2022
"Oct 8, 2022",Ohio,55.0,Akron,34.0,2022
"Oct 8, 2022",Ohio State,49.0,Michigan State,20.0,2022
"Oct 8, 2022",Oklahoma State,41.0,Texas Tech,31.0,2022
"Oct 8, 2022",Oregon,49.0,Arizona,22.0,2022
"Oct 8, 2022",Oregon State,28.0,Stanford,27.0,2022
"Oct 8, 2022",Pittsburgh,45.0,Virginia Tech,29.0,2022
"Oct 8, 2022",Purdue,31.0,Maryland,29.0,2022
"Oct 8, 2022",San Diego State,16.0,Hawaii,14.0,2022
"Oct 8, 2022",South Carolina,24.0,Kentucky,14.0,2022
"Oct 8, 2022",Southern California,30.0,Washington State,14.0,2022
"Oct 8, 2022",Tennessee,40.0,Louisiana State,13.0,2022
"Oct 8, 2022",Texas,49.0,Oklahoma,0.0,2022
"Oct 8, 2022",Texas Christian,38.0,Kansas,31.0,2022
"Oct 8, 2022",Texas State,36.0,Appalachian State,24.0,2022
"Oct 8, 2022",Texas-San Antonio,31.0,Western Kentucky,28.0,2022
"Oct 8, 2022",Toledo,52.0,Northern Illinois,32.0,2022
"Oct 8, 2022",Troy,27.0,Southern Mississippi,10.0,2022
"Oct 8, 2022",Tulane,24.0,East Carolina,9.0,2022
"Oct 8, 2022",UCLA,42.0,Utah,32.0,2022
"Oct 8, 2022",Utah State,34.0,Air Force,27.0,2022
"Oct 8, 2022",Wake Forest,45.0,Army,10.0,2022
"Oct 8, 2022",Wisconsin,42.0,Northwestern,7.0,2022
"Oct 8, 2022",Wyoming,27.0,New Mexico,14.0,2022
"Oct 12, 2022",Louisiana,23.0,Marshall,13.0,2022
"Oct 13, 2022",Central Florida,70.0,Temple,13.0,2022
"Oct 13, 2022",West Virginia,43.0,Baylor,40.0,2022
"Oct 14, 2022",Southern Methodist,40.0,Navy,34.0,2022
"Oct 14, 2022",Texas-San Antonio,30.0,Florida International,10.0,2022
"Oct 15, 2022",Air Force,42.0,Nevada-Las Vegas,7.0,2022
"Oct 15, 2022",Alabama-Birmingham,34.0,Charlotte,20.0,2022
"Oct 15, 2022",Arkansas,52.0,Brigham Young,35.0,2022
"Oct 15, 2022",Army,42.0,Colgate,17.0,2022
"Oct 15, 2022",Ball State,25.0,Connecticut,21.0,2022
"Oct 15, 2022",Bowling Green,17.0,Miami (OH),13.0,2022
"Oct 15, 2022",Buffalo,34.0,Massachusetts,7.0,2022
"Oct 15, 2022",Central Michigan,28.0,Akron,21.0,2022
"Oct 15, 2022",Clemson,34.0,Florida State,28.0,2022
"Oct 15, 2022",Colorado,20.0,California,13.0,2022
"Oct 15, 2022",East Carolina,47.0,Memphis,45.0,2022
"Oct 15, 2022",Florida Atlantic,17.0,Rice,14.0,2022
"Oct 15, 2022",Fresno State,17.0,San Jose State,10.0,2022
"Oct 15, 2022",Georgia,55.0,Vanderbilt,0.0,2022
"Oct 15, 2022",Georgia Southern,45.0,James Madison,38.0,2022
"Oct 15, 2022",Hawaii,31.0,Nevada,16.0,2022
"Oct 15, 2022",Illinois,26.0,Minnesota,14.0,2022
"Oct 15, 2022",Kentucky,27.0,Mississippi State,17.0,2022
"Oct 15, 2022",Liberty,21.0,Gardner-Webb,20.0,2022
"Oct 15, 2022",Louisiana State,45.0,Florida,35.0,2022
"Oct 15, 2022",Maryland,38.0,Indiana,33.0,2022
"Oct 15, 2022",Miami (FL),20.0,Virginia Tech,14.0,2022
"Oct 15, 2022",Michigan,41.0,Penn State,17.0,2022
"Oct 15, 2022",Michigan State,34.0,Wisconsin,28.0,2022
"Oct 15, 2022",Mississippi,48.0,Auburn,34.0,2022
"Oct 15, 2022",New Mexico State,21.0,New Mexico,9.0,2022
"Oct 15, 2022",North Carolina,38.0,Duke,35.0,2022
"Oct 15, 2022",North Texas,47.0,Louisiana Tech,27.0,2022
"Oct 15, 2022",Northern Illinois,39.0,Eastern Michigan,10.0,2022
"Oct 15, 2022",Ohio,33.0,Western Michigan,14.0,2022
"Oct 15, 2022",Oklahoma,52.0,Kansas,42.0,2022
"Oct 15, 2022",Old Dominion,49.0,Coastal Carolina,21.0,2022
"Oct 15, 2022",Oregon State,24.0,Washington State,10.0,2022
"Oct 15, 2022",Purdue,43.0,Nebraska,37.0,2022
"Oct 15, 2022",South Alabama,41.0,Louisiana-Monroe,34.0,2022
"Oct 15, 2022",Southern Mississippi,20.0,Arkansas State,19.0,2022
"Oct 15, 2022",Stanford,16.0,Notre Dame,14.0,2022
"Oct 15, 2022",Syracuse,24.0,North Carolina State,9.0,2022
"Oct 15, 2022",Tennessee,52.0,Alabama,49.0,2022
"Oct 15, 2022",Texas,24.0,Iowa State,21.0,2022
"Oct 15, 2022",Texas Christian,43.0,Oklahoma State,40.0,2022
"Oct 15, 2022",Toledo,52.0,Kent State,31.0,2022
"Oct 15, 2022",Troy,17.0,Texas State,14.0,2022
"Oct 15, 2022",Tulane,45.0,South Florida,31.0,2022
"Oct 15, 2022",Utah,43.0,Southern California,42.0,2022
"Oct 15, 2022",Utah State,17.0,Colorado State,13.0,2022
"Oct 15, 2022",Washington,49.0,Arizona,39.0,2022
"Oct 15, 2022",Western Kentucky,35.0,Middle Tennessee State,17.0,2022
"Oct 19, 2022",Appalachian State,42.0,Georgia State,17.0,2022
"Oct 20, 2022",Troy,10.0,South Alabama,6.0,2022
"Oct 20, 2022",Virginia,16.0,Georgia Tech,9.0,2022
"Oct 21, 2022",Tulsa,27.0,Temple,16.0,2022
"Oct 21, 2022",Western Kentucky,20.0,Alabama-Birmingham,17.0,2022
"Oct 22, 2022",Alabama,30.0,Mississippi State,6.0,2022
"Oct 22, 2022",Army,48.0,Louisiana-Monroe,24.0,2022
"Oct 22, 2022",Baylor,35.0,Kansas,23.0,2022
"Oct 22, 2022",Boise State,19.0,Air Force,14.0,2022
"Oct 22, 2022",Bowling Green,34.0,Central Michigan,18.0,2022
"Oct 22, 2022",Buffalo,34.0,Toledo,27.0,2022
"Oct 22, 2022",Cincinnati,29.0,Southern Methodist,27.0,2022
"Oct 22, 2022",Clemson,27.0,Syracuse,21.0,2022
"Oct 22, 2022",Colorado State,17.0,Hawaii,13.0,2022
"Oct 22, 2022",Duke,45.0,Miami (FL),21.0,2022
"Oct 22, 2022",East Carolina,34.0,Central Florida,13.0,2022
"Oct 22, 2022",Eastern Michigan,20.0,Ball State,16.0,2022
"Oct 22, 2022",Florida International,34.0,Charlotte,15.0,2022
"Oct 22, 2022",Fresno State,41.0,New Mexico,9.0,2022
"Oct 22, 2022",Georgia Southern,28.0,Old Dominion,23.0,2022
"Oct 22, 2022",Houston,38.0,Navy,20.0,2022
"Oct 22, 2022",Kent State,33.0,Akron,27.0,2022
"Oct 22, 2022",Liberty,41.0,Brigham Young,14.0,2022
"Oct 22, 2022",Louisiana,38.0,Arkansas State,18.0,2022
"Oct 22, 2022",Louisiana State,45.0,Mississippi,20.0,2022
"Oct 22, 2022",Louisville,24.0,Pittsburgh,10.0,2022
"Oct 22, 2022",Marshall,26.0,James Madison,12.0,2022
"Oct 22, 2022",Maryland,31.0,Northwestern,24.0,2022
"Oct 22, 2022",Missouri,17.0,Vanderbilt,14.0,2022
"Oct 22, 2022",Notre Dame,44.0,Nevada-Las Vegas,21.0,2022
"Oct 22, 2022",Ohio,24.0,Northern Illinois,17.0,2022
"Oct 22, 2022",Ohio State,54.0,Iowa,10.0,2022
"Oct 22, 2022",Oklahoma State,41.0,Texas,34.0,2022
"Oct 22, 2022",Oregon,45.0,UCLA,30.0,2022
"Oct 22, 2022",Oregon State,42.0,Colorado,9.0,2022
"Oct 22, 2022",Penn State,45.0,Minnesota,17.0,2022
"Oct 22, 2022",Rice,42.0,Louisiana Tech,41.0,2022
"Oct 22, 2022",Rutgers,24.0,Indiana,17.0,2022
"Oct 22, 2022",San Diego State,23.0,Nevada,7.0,2022
"Oct 22, 2022",South Carolina,30.0,Texas A&M,24.0,2022
"Oct 22, 2022",Southern Mississippi,20.0,Texas State,14.0,2022
"Oct 22, 2022",Stanford,15.0,Arizona State,14.0,2022
"Oct 22, 2022",Tennessee,65.0,Tennessee-Martin,24.0,2022
"Oct 22, 2022",Texas Christian,38.0,Kansas State,28.0,2022
"Oct 22, 2022",Texas Tech,48.0,West Virginia,10.0,2022
"Oct 22, 2022",Texas-El Paso,24.0,Florida Atlantic,21.0,2022
"Oct 22, 2022",Texas-San Antonio,31.0,North Texas,27.0,2022
"Oct 22, 2022",Tulane,38.0,Memphis,28.0,2022
"Oct 22, 2022",Wake Forest,43.0,Boston College,15.0,2022
"Oct 22, 2022",Washington,28.0,California,21.0,2022
"Oct 22, 2022",Western Michigan,16.0,Miami (OH),10.0,2022
"Oct 22, 2022",Wisconsin,35.0,Purdue,24.0,2022
"Oct 22, 2022",Wyoming,28.0,Utah State,14.0,2022
"Oct 27, 2022",North Carolina State,22.0,Virginia Tech,21.0,2022
"Oct 27, 2022",Southern Mississippi,39.0,Louisiana,24.0,2022
"Oct 27, 2022",Utah,21.0,Washington State,17.0,2022
"Oct 28, 2022",East Carolina,27.0,Brigham Young,24.0,2022
"Oct 28, 2022",Florida International,42.0,Louisiana Tech,34.0,2022
"Oct 29, 2022",Appalachian State,42.0,Robert Morris,3.0,2022
"Oct 29, 2022",Arizona State,42.0,Colorado,34.0,2022
"Oct 29, 2022",Arkansas,41.0,Auburn,27.0,2022
"Oct 29, 2022",Baylor,45.0,Texas Tech,17.0,2022
"Oct 29, 2022",Boise State,49.0,Colorado State,10.0,2022
"Oct 29, 2022",Central Florida,25.0,Cincinnati,21.0,2022
"Oct 29, 2022",Charlotte,56.0,Rice,23.0,2022
"Oct 29, 2022",Coastal Carolina,24.0,Marshall,13.0,2022
"Oct 29, 2022",Connecticut,13.0,Boston College,3.0,2022
"Oct 29, 2022",Florida Atlantic,24.0,Alabama-Birmingham,17.0,2022
"Oct 29, 2022",Florida State,41.0,Georgia Tech,16.0,2022
"Oct 29, 2022",Fresno State,32.0,San Diego State,28.0,2022
"Oct 29, 2022",Georgia,42.0,Florida,20.0,2022
"Oct 29, 2022",Georgia State,31.0,Old Dominion,17.0,2022
"Oct 29, 2022",Houston,42.0,South Florida,27.0,2022
"Oct 29, 2022",Illinois,26.0,Nebraska,9.0,2022
"Oct 29, 2022",Iowa,33.0,Northwestern,13.0,2022
"Oct 29, 2022",Kansas State,48.0,Oklahoma State,0.0,2022
"Oct 29, 2022",Louisville,48.0,Wake Forest,21.0,2022
"Oct 29, 2022",Miami (FL),14.0,Virginia,12.0,2022
"Oct 29, 2022",Miami (OH),27.0,Akron,9.0,2022
"Oct 29, 2022",Michigan,29.0,Michigan State,7.0,2022
"Oct 29, 2022",Middle Tennessee State,24.0,Texas-El Paso,13.0,2022
"Oct 29, 2022",Minnesota,31.0,Rutgers,0.0,2022
"Oct 29, 2022",Mississippi,31.0,Texas A&M,28.0,2022
"Oct 29, 2022",Missouri,23.0,South Carolina,10.0,2022
"Oct 29, 2022",Navy,27.0,Temple,20.0,2022
"Oct 29, 2022",New Mexico State,23.0,Massachusetts,13.0,2022
"Oct 29, 2022",North Carolina,42.0,Pittsburgh,24.0,2022
"Oct 29, 2022",North Texas,40.0,Western Kentucky,13.0,2022
"Oct 29, 2022",Notre Dame,41.0,Syracuse,24.0,2022
"Oct 29, 2022",Ohio State,44.0,Penn State,31.0,2022
"Oct 29, 2022",Oklahoma,27.0,Iowa State,13.0,2022
"Oct 29, 2022",Oregon,42.0,California,24.0,2022
"Oct 29, 2022",San Jose State,35.0,Nevada,28.0,2022
"Oct 29, 2022",South Alabama,31.0,Arkansas State,3.0,2022
"Oct 29, 2022",Southern California,45.0,Arizona,37.0,2022
"Oct 29, 2022",Southern Methodist,45.0,Tulsa,34.0,2022
"Oct 29, 2022",Tennessee,44.0,Kentucky,6.0,2022
"Oct 29, 2022",Texas Christian,41.0,West Virginia,31.0,2022
"Oct 29, 2022",Toledo,27.0,Eastern Michigan,24.0,2022
"Oct 29, 2022",UCLA,38.0,Stanford,13.0,2022
"Oct 30, 2022",Wyoming,27.0,Hawaii,20.0,2022
"Nov 1, 2022",Ball State,27.0,Kent State,20.0,2022
"Nov 1, 2022",Ohio,45.0,Buffalo,24.0,2022
"Nov 2, 2022",Bowling Green,13.0,Western Michigan,9.0,2022
"Nov 2, 2022",Central Michigan,35.0,Northern Illinois,22.0,2022
"Nov 3, 2022",Coastal Carolina,35.0,Appalachian State,28.0,2022
"Nov 3, 2022",Rice,37.0,Texas-El Paso,30.0,2022
"Nov 4, 2022",Connecticut,27.0,Massachusetts,10.0,2022
"Nov 4, 2022",Duke,38.0,Boston College,31.0,2022
"Nov 4, 2022",Washington,24.0,Oregon State,21.0,2022
"Nov 5, 2022",Air Force,13.0,Army,7.0,2022
"Nov 5, 2022",Baylor,38.0,Oklahoma,35.0,2022
"Nov 5, 2022",Brigham Young,31.0,Boise State,28.0,2022
"Nov 5, 2022",Central Florida,35.0,Memphis,28.0,2022
"Nov 5, 2022",Cincinnati,20.0,Navy,10.0,2022
"Nov 5, 2022",Florida,41.0,Texas A&M,24.0,2022
"Nov 5, 2022",Florida State,45.0,Miami (FL),3.0,2022
"Nov 5, 2022",Fresno State,55.0,Hawaii,13.0,2022
"Nov 5, 2022",Georgia,27.0,Tennessee,13.0,2022
"Nov 5, 2022",Georgia State,42.0,Southern Mississippi,14.0,2022
"Nov 5, 2022",Georgia Tech,28.0,Virginia Tech,27.0,2022
"Nov 5, 2022",Iowa,24.0,Purdue,3.0,2022
"Nov 5, 2022",Iowa State,31.0,West Virginia,14.0,2022
"Nov 5, 2022",Kansas,37.0,Oklahoma State,16.0,2022
"Nov 5, 2022",Kentucky,21.0,Missouri,17.0,2022
"Nov 5, 2022",Liberty,21.0,Arkansas,19.0,2022
"Nov 5, 2022",Louisiana State,32.0,Alabama,31.0,2022
"Nov 5, 2022",Louisiana Tech,40.0,Middle Tennessee State,24.0,2022
"Nov 5, 2022",Louisiana-Monroe,31.0,Texas State,30.0,2022
"Nov 5, 2022",Louisville,34.0,James Madison,10.0,2022
"Nov 5, 2022",Marshall,12.0,Old Dominion,0.0,2022
"Nov 5, 2022",Michigan,52.0,Rutgers,17.0,2022
"Nov 5, 2022",Michigan State,23.0,Illinois,15.0,2022
"Nov 5, 2022",Minnesota,20.0,Nebraska,13.0,2022
"Nov 5, 2022",Mississippi State,39.0,Auburn,33.0,2022
"Nov 5, 2022",North Carolina,31.0,Virginia,28.0,2022
"Nov 5, 2022",North Carolina State,30.0,Wake Forest,21.0,2022
"Nov 5, 2022",North Texas,52.0,Florida International,14.0,2022
"Nov 5, 2022",Notre Dame,35.0,Clemson,14.0,2022
"Nov 5, 2022",Ohio State,21.0,Northwestern,7.0,2022
"Nov 5, 2022",Oregon,49.0,Colorado,10.0,2022
"Nov 5, 2022",Penn State,45.0,Indiana,14.0,2022
"Nov 5, 2022",Pittsburgh,19.0,Syracuse,9.0,2022
"Nov 5, 2022",San Diego State,14.0,Nevada-Las Vegas,10.0,2022
"Nov 5, 2022",San Jose State,28.0,Colorado State,16.0,2022
"Nov 5, 2022",South Alabama,38.0,Georgia Southern,31.0,2022
"Nov 5, 2022",South Carolina,38.0,Vanderbilt,27.0,2022
"Nov 5, 2022",Southern California,41.0,California,35.0,2022
"Nov 5, 2022",Southern Methodist,77.0,Houston,63.0,2022
"Nov 5, 2022",Temple,54.0,South Florida,28.0,2022
"Nov 5, 2022",Texas,34.0,Kansas State,27.0,2022
"Nov 5, 2022",Texas Christian,34.0,Texas Tech,24.0,2022
"Nov 5, 2022",Texas-San Antonio,44.0,Alabama-Birmingham,38.0,2022
"Nov 5, 2022",Troy,23.0,Louisiana,17.0,2022
"Nov 5, 2022",Tulane,27.0,Tulsa,13.0,2022
"Nov 5, 2022",UCLA,50.0,Arizona State,36.0,2022
"Nov 5, 2022",Utah,45.0,Arizona,20.0,2022
"Nov 5, 2022",Utah State,27.0,New Mexico,10.0,2022
"Nov 5, 2022",Washington State,52.0,Stanford,14.0,2022
"Nov 5, 2022",Western Kentucky,59.0,Charlotte,7.0,2022
"Nov 5, 2022",Wisconsin,23.0,Maryland,10.0,2022
"Nov 8, 2022",Eastern Michigan,34.0,Akron,28.0,2022
"Nov 8, 2022",Ohio,37.0,Miami (OH),21.0,2022
"Nov 8, 2022",Toledo,28.0,Ball State,21.0,2022
"Nov 9, 2022",Central Michigan,31.0,Buffalo,27.0,2022
"Nov 9, 2022",Kent State,40.0,Bowling Green,6.0,2022
"Nov 9, 2022",Northern Illinois,24.0,Western Michigan,21.0,2022
"Nov 10, 2022",Louisiana,36.0,Georgia Southern,17.0,2022
"Nov 10, 2022",Memphis,26.0,Tulsa,10.0,2022
"Nov 11, 2022",Cincinnati,27.0,East Carolina,25.0,2022
"Nov 11, 2022",Fresno State,37.0,Nevada-Las Vegas,30.0,2022
"Nov 11, 2022",Southern California,55.0,Colorado,17.0,2022
"Nov 12, 2022",Air Force,35.0,New Mexico,3.0,2022
"Nov 12, 2022",Alabama,30.0,Mississippi,24.0,2022
"Nov 12, 2022",Alabama-Birmingham,41.0,North Texas,21.0,2022
"Nov 12, 2022",Arizona,34.0,UCLA,28.0,2022
"Nov 12, 2022",Arkansas State,35.0,Massachusetts,33.0,2022
"Nov 12, 2022",Auburn,13.0,Texas A&M,10.0,2022
"Nov 12, 2022",Boise State,41.0,Nevada,3.0,2022
"Nov 12, 2022",Boston College,21.0,North Carolina State,20.0,2022
"Nov 12, 2022",Central Florida,38.0,Tulane,31.0,2022
"Nov 12, 2022",Clemson,31.0,Louisville,16.0,2022
"Nov 12, 2022",Coastal Carolina,26.0,Southern Mississippi,23.0,2022
"Nov 12, 2022",Connecticut,36.0,Liberty,33.0,2022
"Nov 12, 2022",Duke,24.0,Virginia Tech,7.0,2022
"Nov 12, 2022",Florida,38.0,South Carolina,6.0,2022
"Nov 12, 2022",Florida Atlantic,52.0,Florida International,7.0,2022
"Nov 12, 2022",Florida State,38.0,Syracuse,3.0,2022
"Nov 12, 2022",Georgia,45.0,Mississippi State,19.0,2022
"Nov 12, 2022",Houston,43.0,Temple,36.0,2022
"Nov 12, 2022",Iowa,24.0,Wisconsin,10.0,2022
"Nov 12, 2022",James Madison,37.0,Old Dominion,3.0,2022
"Nov 12, 2022",Kansas State,31.0,Baylor,3.0,2022
"Nov 12, 2022",Louisiana State,13.0,Arkansas,10.0,2022
"Nov 12, 2022",Louisiana-Monroe,31.0,Georgia State,28.0,2022
"Nov 12, 2022",Marshall,28.0,Appalachian State,21.0,2022
"Nov 12, 2022",Miami (FL),35.0,Georgia Tech,14.0,2022
"Nov 12, 2022",Michigan,34.0,Nebraska,3.0,2022
"Nov 12, 2022",Michigan State,27.0,Rutgers,21.0,2022
"Nov 12, 2022",Middle Tennessee State,24.0,Charlotte,14.0,2022
"Nov 12, 2022",Minnesota,31.0,Northwestern,3.0,2022
"Nov 12, 2022",New Mexico State,51.0,Lamar,14.0,2022
"Nov 12, 2022",North Carolina,36.0,Wake Forest,34.0,2022
"Nov 12, 2022",Notre Dame,35.0,Navy,32.0,2022
"Nov 12, 2022",Ohio State,56.0,Indiana,14.0,2022
"Nov 12, 2022",Oklahoma State,20.0,Iowa State,14.0,2022
"Nov 12, 2022",Oregon State,38.0,California,10.0,2022
"Nov 12, 2022",Penn State,30.0,Maryland,0.0,2022
"Nov 12, 2022",Pittsburgh,37.0,Virginia,7.0,2022
"Nov 12, 2022",Purdue,31.0,Illinois,24.0,2022
"Nov 12, 2022",San Diego State,43.0,San Jose State,27.0,2022
"Nov 12, 2022",South Alabama,38.0,Texas State,21.0,2022
"Nov 12, 2022",Southern Methodist,41.0,South Florida,23.0,2022
"Nov 12, 2022",Tennessee,66.0,Missouri,24.0,2022
"Nov 12, 2022",Texas Christian,17.0,Texas,10.0,2022
"Nov 12, 2022",Texas Tech,43.0,Kansas,28.0,2022
"Nov 12, 2022",Texas-San Antonio,51.0,Louisiana Tech,7.0,2022
"Nov 12, 2022",Troy,10.0,Army,9.0,2022
"Nov 12, 2022",Utah,42.0,Stanford,7.0,2022
"Nov 12, 2022",Utah State,41.0,Hawaii,34.0,2022
"Nov 12, 2022",Vanderbilt,24.0,Kentucky,21.0,2022
"Nov 12, 2022",Washington,37.0,Oregon,34.0,2022
"Nov 12, 2022",Washington State,28.0,Arizona State,18.0,2022
"Nov 12, 2022",West Virginia,23.0,Oklahoma,20.0,2022
"Nov 12, 2022",Western Kentucky,45.0,Rice,10.0,2022
"Nov 12, 2022",Wyoming,14.0,Colorado State,13.0,2022
"Nov 15, 2022",Bowling Green,42.0,Toledo,35.0,2022
"Nov 15, 2022",Ohio,32.0,Ball State,18.0,2022
"Nov 16, 2022",Eastern Michigan,31.0,Kent State,24.0,2022
"Nov 16, 2022",Miami (OH),29.0,Northern Illinois,23.0,2022
"Nov 16, 2022",Western Michigan,12.0,Central Michigan,10.0,2022
"Nov 17, 2022",Tulane,59.0,Southern Methodist,24.0,2022
"Nov 18, 2022",San Diego State,34.0,New Mexico,10.0,2022
"Nov 18, 2022",Tulsa,48.0,South Florida,42.0,2022
"Nov 19, 2022",Air Force,24.0,Colorado State,12.0,2022
"Nov 19, 2022",Alabama,34.0,Austin Peay,0.0,2022
"Nov 19, 2022",Appalachian State,27.0,Old Dominion,14.0,2022
"Nov 19, 2022",Arkansas,42.0,Mississippi,27.0,2022
"Nov 19, 2022",Army,34.0,Connecticut,17.0,2022
"Nov 19, 2022",Auburn,41.0,Western Kentucky,17.0,2022
"Nov 19, 2022",Boise State,20.0,Wyoming,17.0,2022
